sasija;Znamka vozila;Leto izdelave;Število lastnikov;Barva;Vrsta goriva;Oznaka motorja;Moč;Prostornina;EURO oznaka;Prva registracija;Prve registracija (SI);Status/starost
VF15RB20A60405853;RENAULT CLIO / 0.9 / TCE;None;1;kovinski - ČRNA - SREDNJA;Bencin;H4B B4;66 kW;898 ccm;EURO 6;2018-06-29;2018-06-29;Pravna oseba
SJNFBAK11U3362060;NISSAN NISSAN / MICRA / 1.3 /;2000;3;kovinski - MODRA - TEMNA;Bencin;CG13;55 kW;1275 ccm;EURO 2;2000-09-27;2000-09-27;Fizična oseba 54 let
VF7MFRHYF65398470;CITROEN BERLINGO / BREAK 2.0;1999;6;kovinski - SIVA - SVETLA;Dizel;RHY;66 kW;1997 ccm;EURO 2;2000-02-12;2000-02-12;Fizična oseba 24 let
VF1RFB00165211946;RENAULT MEGANE / GRANDTOUR 1.3 / 16V;None;1;kovinski - SIVA - SVETLA;Bencin;H5H B4;103 kW;1332 ccm;EURO 6;2020-04-29;2020-04-29;Fizična oseba 76 let
ZZ1A25DAA00308503;TOMOS FLEXER /;None;2;navaden - ČRNA - SREDNJA;Mešanica;5D;1 kW;49 ccm;ni podatka;2017-05-22;2017-05-22;Fizična oseba 65 let
WVWZZZ9NZ3Y058872;VOLKSWAGEN POLO / 1.2;2002;2;kovinski - SIVA - SVETLA;Bencin;AZQ;47 kW;1198 ccm;EURO 3;2003-01-28;2003-01-28;Pravna oseba
VF15RSN0A60679489;RENAULT CLIO / 1.2 / 16V;None;1;navaden - BELA - SREDNJA;Bencin;D4F D7;54 kW;1149 ccm;EURO 6;2018-06-20;2018-06-20;Pravna oseba
LLPTCBA28BA210010;JIAJUE JJ50QT-23 /;None;1;kovinski - BELA - SREDNJA;Bencin;JJ1P39QMB;2 kW;49 ccm;ni podatka;2011-04-04;2017-06-20 UVOŽEN;Pravna oseba
809696;TOMOS A 35 / S;None;1;kovinski - MODRA - SREDNJA;Mešanica;A35;1 kW;49 ccm;ni podatka;2019-06-14;2019-06-14;Fizična oseba 45 let
TEC1T0271861;PIAGGIO TYPHOON 50;1996;3;kovinski - MODRA - SVETLA;Bencin;TEC2M;3 kW;49 ccm;ni podatka;2002-04-24;2002-04-24;Fizična oseba 68 let
LBMC25E00B4041146;PIAGGIO ZIP 50 2T /;2017;1;navaden - ČRNA - SREDNJA;Bencin;C25EM;3 kW;49 ccm;ni podatka;2017-05-19;2017-05-19;Fizična oseba 25 let
WAUZZZ4GXCN102452;AUDI A6 / 2.0 / TDI AUT.;None;1;navaden - ČRNA - SREDNJA;Dizel;CGL;130 kW;1968 ccm;EURO 5;2012-10-24;2012-10-24;Pravna oseba
TMBHT61Z4C2076873;ŠKODA OCTAVIA / COMBI 1.6 / TDI;2011;1;kovinski - ČRNA - SREDNJA;Dizel;CAY;77 kW;1598 ccm;EURO 5;2011-11-07;2015-07-01 UVOŽEN;Pravna oseba
LBMC25D0200047756;PIAGGIO ZIP 50 4T / 25 km/h;None;1;navaden - BELA - SREDNJA;Bencin;C25DM;1 kW;50 ccm;ni podatka;2018-10-02;2018-10-02;Pravna oseba
TAPVDS998JK007566;POLARIS RZR XP 1000 EPS /;None;1;navaden - ČRNA - SREDNJA;Bencin;RZRX 999;82 kW;999 ccm;ni podatka;2018-07-31;2018-07-31;Fizična oseba 37 let
SWNH30000A0002248;NIEWIADOW H3000 20K 5220;2011;1;kovinski - SIVA - SVETLA;Ni goriva;None;-1 kW;-1 ccm;ni podatka;2011-07-26;2011-07-26;Pravna oseba
VF32CKFWF42279519;PEUGEOT PEUGEOT / 206 / 1.4 / i;2002;4;navaden - ČRNA - TEMNA;Bencin/Utek. naft. plin;KFW;55 kW;1360 ccm;EURO 3;2002-02-14;2002-02-14;Fizična oseba 36 let
L82TCAP94G1206372;BAOTIAN BT49QT-9T /;None;1;kovinski - RDEČA - SREDNJA;Bencin;BT139QMA;2 kW;49 ccm;ni podatka;2017-05-23;2017-05-23;Fizična oseba 52 let
ZFA3120000J770747;ABARTH 500 / 1.4 / 16V TURBO;None;1;navaden - RDEČA - SVETLA;Bencin;312B4000;107 kW;1368 ccm;EURO 6;2017-05-10;2017-05-10;Pravna oseba
TCC01MC01XH010475;MCC SMART / COUPE 40 /;1999;7;navaden - BELA - TEMNA;Bencin;12;40 kW;599 ccm;EURO 2;1999-04-20;2009-12-29 UVOŽEN;Fizična oseba 31 let
VF1557K0F16549962;RENAULT CLIO / 1.2 FIDJI;1997;2;navaden - BELA - SREDNJA;Bencin;D7F;43 kW;1149 ccm;EURO 2;1997-06-04;1997-06-04;Fizična oseba 36 let
HLRT5095CKLE06971;NEW HOLLAND T5.95 /;None;1;navaden - MODRA - SREDNJA;Dizel;F5DFL413K;73 kW;3387 ccm;ni podatka;2019-12-18;2019-12-18;Pravna oseba
VF12R031660990694;RENAULT CAPTUR / 1.2 / 16V;None;1;kovinski - MODRA - SREDNJA;Bencin;H5F F4;87 kW;1197 ccm;EURO 6;2018-10-25;2018-10-25;Pravna oseba
WAUZZZ8T4FA061898;AUDI A5 / 2.0 / TDI AUT.;None;1;navaden - BELA - SREDNJA;Dizel;CNH;140 kW;1968 ccm;EURO 6;2015-07-31;2018-05-04 UVOŽEN;Pravna oseba
XLRTEH4100G057173;DAF XF 440 FT /;None;1;navaden - BELA - SREDNJA;Dizel;MX-11 320H1;320 kW;10837 ccm;EURO 6;2015-03-02;2020-03-12 UVOŽEN;Fizična oseba
WSM00000005087741;SCHMITZ SKO 24/L-13.4 FP 45 COOL / - /;None;1;navaden - BELA - TEMNA;Ni goriva;None;-1 kW;-1 ccm;ni podatka;2011-07-18;2017-05-31 UVOŽEN;Fizična oseba
WMA06XZZ3FP061502;MAN TGX 18.480 4X2 BLS /;None;1;navaden - BELA - SREDNJA;Dizel;D2676LF54;353 kW;12419 ccm;EURO 6;2015-02-09;2019-03-06 UVOŽEN;Fizična oseba
WMA06XZZ0BM569499;MAN TGX 18.400 4X2 BLS /;2011;1;navaden - BELA - SREDNJA;Dizel;D2066LF58 (EEV);294 kW;10518 ccm;EURO 5;2011-04-11;2015-09-09 UVOŽEN;Fizična oseba
LBMCA220000004082;PIAGGIO ZIP / 50 4T i-GET 25 km/h;None;1;navaden - CRNA - SREDNJA;Bencin;CA22M;1 kW;50 ccm;ni podatka;2019-08-29;2019-08-29;Fizična oseba 50 let
LJLTCBHU8E3A00430;LINTEX HT50QT-29A / MACT;None;1;navaden - ČRNA - TEMNA;Bencin;139QMB;2 kW;49 ccm;ni podatka;2014-06-13;2014-06-13;Fizična oseba 36 let
W0L0XCF0846089476;OPEL OPEL / CORSA / 1.2 / 16V;2004;1;kovinski - SIVA - SVETLA;Bencin;Z12XE;55 kW;1199 ccm;EURO 4;2004-06-04;2004-06-04;Fizična oseba 82 let
4143649;MALAGUTI PHANTOM F-12;None;3;kovinski - RDEČA - TEMNA;Mešanica;2MA;2 kW;49 ccm;ni podatka;2017-07-21;2017-07-21;Fizična oseba 42 let
VG5SA051002005690;YAMAHA YAMAHA;None;3;None;None;None;/ kW;/ ccm;ni podatka;2002-08-01;2002-08-28 UVOŽEN;30 let
LBMCA220000006514;PIAGGIO ZIP / 50 4T i-GET 25 km/h;None;1;navaden - CRNA - SREDNJA;Bencin;CA22M;1 kW;50 ccm;ni podatka;2020-05-06;2020-05-06;Fizična oseba 41 let
VF15RKJ0A53802799;RENAULT CLIO / 1.5 / DCI;None;1;kovinski - ČRNA - SREDNJA;Dizel;K9K E6;66 kW;1461 ccm;EURO 6;2015-09-23;2015-09-23;Pravna oseba
WAUZZZ8LZWA078279;AUDI A 3 / 1.9 TDI;1998;5;kovinski - SIVA - SVETLA;Dizel;AGR;66 kW;1896 ccm;EURO 2;1998-10-09;1998-10-09;Fizična oseba 24 let
VF1C068A527774850;RENAULT TWINGO / 1.2;2002;6;navaden - ZELENA - SREDNJA;Bencin;D7FF7;43 kW;1149 ccm;EURO 3;2002-10-28;2002-10-28;Fizična oseba 31 let
VF1R9800261750769;RENAULT CLIO / 0.9 / TCE;None;1;navaden - BELA - SREDNJA;Bencin;H4B B4;56 kW;898 ccm;EURO 6;2018-11-22;2018-11-22;Fizična oseba 41 let
ZAPC0100000042040;PIAGGIO SFERA 50;1996;2;kovinski - SIVA - SREDNJA;Bencin;OTTO;3 kW;49 ccm;ni podatka;2004-04-26;2004-04-26;Fizična oseba 71 let
ZAPM0800000013394;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZAPC4410000001990;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZKBTCAB63BB000018;PEDA SPEEDY /;2011;2;kovinski - RDEČA - SREDNJA;Bencin;139QMB;2 kW;49 ccm;ni podatka;2011-07-18;2011-07-18;Fizična oseba 58 let
VF1JL000060774655;RENAULT TRAFIC / 1.6 / DCI;None;1;navaden - BELA - SREDNJA;Dizel;R9M D4;107 kW;1598 ccm;EURO 6;2018-04-26;2018-04-26;Pravna oseba
VF1JL000561019446;RENAULT TRAFIC / 1.6 / DCI;None;1;navaden - BELA - SREDNJA;Dizel;R9M D4;107 kW;1598 ccm;EURO 6;2018-07-25;2018-07-25;Pravna oseba
JS1CE111100119434;SUZUKI GSX R600 /;2007;2;kovinski - ČRNA - TEMNA;Bencin;N732;92 kW;599 ccm;ni podatka;2007-04-26;2007-04-26;Fizična oseba 71 let
RFGBL05WX6S403272;SYM JET BASIX /;2006;3;kovinski - RDEČA - TEMNA;Bencin;BC;2 kW;49 ccm;ni podatka;2006-07-21;2006-07-21;Fizična oseba 26 let
L82TCAPL7A1000062;BAOTIAN BT49QT-20A3 /;2011;3;navaden - SIVA - SREDNJA;Bencin;139QMA;2 kW;49 ccm;ni podatka;2011-09-14;2011-09-14;Fizična oseba 34 let
ZZ1A25DAA00410425;TOMOS FLEXER;2005;1;navaden - ČRNA - TEMNA;Mešanica;None;1 kW;49 ccm;ni podatka;2017-04-25;2017-04-25;Fizična oseba 70 let
L82TCAP92G1207441;BAOTIAN BT49QT-9T /;None;1;kovinski - RDEČA - SREDNJA;Bencin;BT139QMA;2 kW;49 ccm;ni podatka;2017-04-26;2017-04-26;Fizična oseba 32 let
WVGZZZ1TZ9W096137;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZFA3120000J534862;FIAT 500 / 1.2 /;None;1;navaden - BELA - SREDNJA;Bencin;169A4000;51 kW;1242 ccm;EURO 6;2016-02-26;2019-01-09 UVOŽEN;Pravna oseba
SJNFEAJ11U1789963;NISSAN QASHQAI / 1.2 /;None;1;navaden - BELA - TEMNA;Bencin;HRA2;85 kW;1197 ccm;EURO 6;2016-12-17;2016-12-17;Fizična oseba 53 let
ZAPC5330200001503;PIAGGIO VESPA PRIMAVERA 50 4T / 25;None;1;navaden - BELA - SREDNJA;Bencin;C537M;1 kW;50 ccm;ni podatka;2017-07-19;2017-07-19;Fizična oseba 46 let
RFGG050J6YS216837;SYM G5J;2000;2;navaden - RUMENA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2002-04-30;2002-04-30;Fizična oseba 48 let
175302;PIAGGIO CIAO;1995;1;navaden - ČRNA - SREDNJA;Mešanica;E1M;1 kW;49 ccm;ni podatka;2017-06-16;2017-06-16;Fizična oseba 51 let
ZZ1A24DAA00F77958;TOMOS FLEXER 25 /;None;2;navaden - MODRA - SREDNJA;Mešanica;4D;1 kW;49 ccm;ni podatka;2017-06-23;2017-06-23;Fizična oseba 32 let
LXYZCKL00D0608370;SHINERAY VULCAN 150 /;None;1;navaden - BELA - SVETLA;Bencin;1P57QMJ;6 kW;150 ccm;ni podatka;2016-09-02;2016-09-02;Fizična oseba 56 let
SHHFK8790KU000312;HONDA CIVIC / 2.0 / TYPE-R;None;1;kovinski - SIVA - TEMNA;Bencin;K20C1;235 kW;1996 ccm;EURO 6;2019-07-04;2020-06-17 UVOŽEN;Fizična oseba 70 let
WAUZZZ8R69A024117;AUDI Q5 / 2.0 / TDI Q;2009;1;kovinski - SIVA - TEMNA;Dizel;CAH;125 kW;1968 ccm;EURO 4;2009-04-24;2009-04-24;Pravna oseba
VBKHUA40X4M383627;HUSABERG 450 / FE;2013;1;navaden - RUMENA - SREDNJA;None;None;/ kW;/ ccm;ni podatka;2013-08-31;2013-08-31;Fizična oseba 42 let
YV1CZ714491509145;VOLVO XC90 / 2.4 / TD AWD;2008;1;kovinski - MODRA - TEMNA;Dizel;D5244T4;136 kW;2400 ccm;EURO 4;2008-10-13;2013-01-25 UVOŽEN;Pravna oseba
TMAJ381ADHJ213991;HYUNDAI TUCSON / 2.0 / CRDi AUT. 4WD;None;1;kovinski - CRNA - SREDNJA;Dizel;D4HA;136 kW;1995 ccm;EURO 6;2017-03-11;2020-01-30 UVOŽEN;Pravna oseba
WVWZZZ1KZAW349540;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF15RB20A58553008;RENAULT CLIO / 0.9 / TCE;None;1;kovinski - RDEČA - SREDNJA;Bencin;H4B B4;66 kW;898 ccm;EURO 6;2017-10-27;2017-10-27;Fizična oseba 60 let
WAUZZZ4G9FN018692;AUDI A7 / 3.0 / TDI Q AUT.;None;1;kovinski - SIVA - SVETLA;Dizel;CRT;200 kW;2967 ccm;EURO 6;2015-03-11;2015-03-11;Fizična oseba 56 let
LBMC25D0100021701;PIAGGIO ZIP 25 4T /;None;1;navaden - RDEČA - SREDNJA;Bencin;C25DM;1 kW;50 ccm;ni podatka;2018-10-24;2018-10-24;Fizična oseba 37 let
ZAR93200000088561;ALFA ROMEO 156 / 1.6 / T.SPARK;1999;2;kovinski - SIVA - SVETLA;Bencin;AR67601;88 kW;1598 ccm;EURO 2;1999-08-31;2008-07-14 UVOŽEN;Fizična oseba 20 let
ZY210A60000003521;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
LXMXEA101JXA39521;SYM ORBIT / III 50 25;None;1;navaden - ČRNA - TEMNA;Bencin;XS1P37QMA-2A;2 kW;49 ccm;ni podatka;2018-10-04;2018-10-04;Fizična oseba 38 let
WAUZZZ8K9BA171010;AUDI A4 AVANT / 2.0 / TDI V-AUT.;2011;1;kovinski - ČRNA - SREDNJA;Dizel;CAG;105 kW;1968 ccm;EURO 5;2011-06-24;2011-06-24;Pravna oseba
WVWZZZ1KZ6W166683;VOLKSWAGEN GOLF / 2.0 / SDI;2006;2;navaden - MODRA - TEMNA;Dizel;BDK;55 kW;1968 ccm;EURO 4;2006-04-20;2010-11-25 UVOŽEN;Fizična oseba 30 let
401086771;IMT 539;1985;2;navaden - RDEČA - TEMNA;Dizel;M33T;29 kW;2329 ccm;ni podatka;1985-04-12;1985-04-12;Fizična oseba 56 let
VF15RBF0A54971985;RENAULT CLIO / 1.5 / DCI;None;1;navaden - BELA - SREDNJA;Dizel;K9K E6;55 kW;1461 ccm;EURO 6;2016-05-06;2016-05-06;Fizična oseba 26 let
WVWZZZ3CZGE101462;VOLKSWAGEN PASSAT / VARIANT 2.0 / TDI AUT.;None;1;kovinski - SIVA - TEMNA;Dizel;DFC;140 kW;1968 ccm;EURO 6;2015-11-17;2019-07-25 UVOŽEN;Pravna oseba
VF12RAJ1A55310299;RENAULT CAPTUR / 1.5 / DCI;None;1;kovinski - ČRNA - SREDNJA;Dizel;K9K E6;66 kW;1461 ccm;EURO 6;2016-07-08;2016-07-08;Pravna oseba
HLRTD595VJLR09355;NEW HOLLAND TD 5.95 /;None;1;navaden - MODRA - SREDNJA;Dizel;F5DFL413K;73 kW;3387 ccm;ni podatka;2018-10-05;2018-10-05;Pravna oseba
ZAPMA330000013505;PIAGGIO VESPA GTS / 300 ABS;None;1;navaden - SIVA - SREDNJA;Bencin;MA33M;15 kW;278 ccm;ni podatka;2017-08-02;2017-08-02;Fizična oseba 36 let
VF1RFB00559849222;RENAULT MEGANE / 1.2 / 16V;None;1;kovinski - ČRNA - SREDNJA;Bencin;H5F F4;97 kW;1197 ccm;EURO 6;2018-04-06;2018-04-06;Fizična oseba 47 let
WVWZZZ3BZ2E260627;VOLKSWAGEN PASSAT / VAR. 1.9 / TDI;2001;4;navaden - BELA - SREDNJA;Dizel;AVF;96 kW;1896 ccm;EURO 3;2005-10-17;2005-10-17;Fizična oseba 40 let
JHMRA18700C004217;HONDA SHUTTLE;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-02-01;1996-02-01;19 let
TMBJJ7NEXG0190639;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF1RFB00458312363;RENAULT MEGANE / 1.5 / DCI AUT.;None;1;navaden - BELA - SREDNJA;Dizel;K9K G6;81 kW;1461 ccm;EURO 6;2017-06-28;2017-06-28;Pravna oseba
WVWZZZ1JZYU571456;VOLKSWAGEN GOLF / 1.6;2000;2;kovinski - SIVA - SVETLA;Bencin;BKL;74 kW;1595 ccm;EURO 2;2000-11-15;2007-02-20 UVOŽEN;Fizična oseba 39 let
LBMC25D0300012384;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WDB4632721X243850;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZFA3120000JB20987;ABARTH 500 / 1.4 / 595 COMPETIZIONE CA;None;1;navaden - RUMENA - SREDNJA;Bencin;312A3000;132 kW;1368 ccm;EURO 6;2019-01-14;2019-01-14;Pravna oseba
ZAPM0100000010278;PIAGGIO SFERA 125;1996;3;kovinski - MODRA - SREDNJA;Bencin;M011M;7 kW;124 ccm;ni podatka;1998-09-04;1998-09-04;Fizična oseba 46 let
ZZ1A6GBAA00C70190;TOMOS APN /;None;2;navaden - RDEČA - SREDNJA;Mešanica;TOMOS-G;2 kW;49 ccm;ni podatka;2012-09-12;2012-09-12;Fizična oseba 66 let
LBMC25D0900014625;PIAGGIO ZIP 25 4T /;None;2;navaden - BELA - SREDNJA;Bencin;C25DM;1 kW;50 ccm;ni podatka;2017-06-01;2017-06-01;Fizična oseba 20 let
WBA5E71080G154927;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
JTMDCREV10D009736;TOYOTA RAV 4 / 2.2 / D;2013;2;kovinski - SIVA - SVETLA;Dizel;2AD-FTV;110 kW;2231 ccm;EURO 5;2013-04-05;2013-04-05;Fizična oseba 57 let
VF1BB0FBF22168550;RENAULT CLIO / 1.2;2001;6;kovinski - ČRNA - SREDNJA;Bencin;D7FG7;43 kW;1149 ccm;EURO 3;2001-12-20;2001-12-20;Fizična oseba 38 let
WV1ZZZ2EZ76011548;VOLKSWAGEN CRAFTER 35 / 2.5 / TDI;2007;1;kovinski - SIVA - SREDNJA;None;None;/ kW;/ ccm;EURO 4;2007-02-01;2007-02-01;Pravna oseba
ZDMAC00AAKB010297;DUCATI MULTISTRADA 1260 S /;None;1;navaden - RDECA - SREDNJA;Bencin;1262VC;116 kW;1262 ccm;ni podatka;2020-06-04;2020-06-04;Fizična oseba 28 let
ZZ1A24DAC00946583;TOMOS YOUNGST R 25 /;2017;2;kovinski - SIVA - SVETLA;Mešanica;4D;1 kW;49 ccm;ni podatka;2017-06-02;2017-06-02;Fizična oseba 35 let
VF15R010K58505743;RENAULT CLIO / 1.5 / DCI;None;2;kovinski - ČRNA - SREDNJA;Dizel;K9K F6;81 kW;1461 ccm;EURO 6;2017-07-26;2017-07-26;Fizična oseba 26 let
LBMC25D0700026434;PIAGGIO ZIP 25 4T /;2017;1;navaden - RDEČA - SREDNJA;Bencin;C25DM;1 kW;50 ccm;ni podatka;2017-04-10;2017-04-10;Fizična oseba 82 let
ZFA24400007303044;FIAT DUCATO 18Q / 2.8 / JTD;2003;2;navaden - BELA - SREDNJA;Dizel;8140.43S;93 kW;2800 ccm;EURO 3;2003-10-16;2003-10-16;Fizična oseba 75 let
VF1BA04B521931060;RENAULT MEGANE / 1.6;2000;1;kovinski - SIVA - SVETLA;Bencin;K4MA7;79 kW;1598 ccm;EURO 2;2000-04-14;2000-04-14;Fizična oseba 49 let
VF12R401E51351010;RENAULT CAPTUR / 1.2 / 16V AUT.;None;2;navaden - BELA - TEMNA;Bencin;H5F D4;88 kW;1197 ccm;EURO 5;2014-09-22;2019-06-14 UVOŽEN;Fizična oseba 34 let
WVGZZZ5NZHW872551;VOLKSWAGEN TIGUAN / 2.0 / TDI 4M AUT.;None;1;kovinski - BELA - SVETLA;Dizel;DFH;140 kW;1968 ccm;EURO 6;2017-02-22;2017-02-22;Pravna oseba
HSSCH01169;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
LBMC25D0500032670;PIAGGIO ZIP 25 4T /;None;1;navaden - ČRNA - SREDNJA;Bencin;C25DM;1 kW;50 ccm;ni podatka;2017-05-17;2017-05-17;Fizična oseba 19 let
VG5SA144000227498;YAMAHA YQ50 /;None;1;navaden - BELA - SREDNJA;Mešanica;A123E;2 kW;49 ccm;ni podatka;2011-08-01;2019-03-27 UVOŽEN;Fizična oseba 51 let
00000000000000000525348;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
ZAPC4240400014377;PIAGGIO LIBERTY 50 4T /;None;2;navaden - BELA - SREDNJA;Bencin;C425M;2 kW;50 ccm;ni podatka;2014-02-18;2014-02-18;Fizična oseba 37 let
ZD3E703C7K0204605;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WAUZZZ4BZWN012626;AUDI A 6 / 1.8 T;1997;3;kovinski - MODRA - SVETLA;Bencin;AEB;110 kW;1781 ccm;EURO 2;1997-06-18;1997-06-18;Fizična oseba 61 let
3JBUJAN5XLK000399;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF12R061660390849;RENAULT CAPTUR / 1.5 / DCI;None;1;kovinski - ORANŽNA - SVETLA;Dizel;K9K F6;81 kW;1461 ccm;EURO 6;2018-10-19;2018-10-19;Fizična oseba 73 let
LCELVYZ39C6005077;CFMOTO TERRALANDER800 / GOES825LTD;2012;4;kovinski - SIVA - SREDNJA;Bencin;2V91W;14 kW;800 ccm;ni podatka;2012-09-22;2012-09-22;Fizična oseba 36 let
LCELDSZA8J6000576;GOES IRON MAX /;None;1;kovinski - BELA - SREDNJA;Bencin;191Q;19 kW;400 ccm;ni podatka;2018-10-03;2018-10-03;Fizična oseba 28 let
VF15R0G0H51950790;RENAULT CLIO / 1.2 / 16V;None;1;navaden - BELA - SREDNJA;Bencin;D4F D7;54 kW;1149 ccm;EURO 5;2014-11-14;2014-11-14;Pravna oseba
VF1R9800063128840;RENAULT CLIO / 0.9 / TCE;None;1;navaden - BELA - SREDNJA;Bencin;H4B B4;66 kW;898 ccm;EURO 6;2019-05-17;2019-05-17;Pravna oseba
582567;ZASTAVA A 3 KLSG;1986;3;navaden - SIVA - SVETLA;None;None;/ kW;/ ccm;ni podatka;2002-09-04;2002-09-04;Fizična oseba 42 let
WAUZZZ4G9FN068895;AUDI A6 / 2.0 / TDI AUT.;None;1;navaden - BELA - SREDNJA;Dizel;CSU;110 kW;1968 ccm;EURO 6;2015-04-07;2017-04-21 UVOŽEN;Pravna oseba
ZJM46000046032154;MALAGUTI 46 PHANTOM;2005;3;kovinski - RDEČA - TEMNA;Bencin;29MY;3 kW;49 ccm;ni podatka;2005-04-21;2005-04-21;Fizična oseba 29 let
L82TCAPC0D1000876;BAOTIAN TANCO /;None;1;navaden - BELA - SVETLA;Bencin;XX139QMA;2 kW;49 ccm;ni podatka;2017-06-09;2017-06-09;Fizična oseba 48 let
VF17R5A0H48461620;RENAULT CLIO GRANDTOUR / 0.9 / TCE;None;1;kovinski - RDEČA - SREDNJA;Bencin;H4B A4;66 kW;898 ccm;EURO 5;2013-03-29;2013-03-29;Pravna oseba
WBAUY11020F207689;BMW 320 / TOURING / d AUT.;None;1;kovinski - SIVA - SREDNJA;Dizel;N47D20C;135 kW;1995 ccm;EURO 5;2012-03-15;2016-07-28 UVOŽEN;Pravna oseba
VF1C0660516648588;RENAULT TWINGO / PACK;1997;7;navaden - BELA - SREDNJA;Bencin;D7FB700;43 kW;1149 ccm;EURO 2;1997-09-10;1997-09-10;Fizična oseba 43 let
3JBLPAP68LJ001539;BRP CAN-AM / OUTLANDER MAX XTP 1000;None;1;navaden - CRNA - SREDNJA;Bencin;1010;61 kW;976 ccm;ni podatka;2020-06-30;2020-06-30;Pravna oseba
LEHTCB164FR602917;RIYA RY50QT-16 / 25;2017;1;navaden - RDEČA - SREDNJA;Bencin;139QMB;2 kW;49 ccm;ni podatka;2017-04-26;2017-04-26;Fizična oseba 59 let
TJ5R2B2J0E1056966;VEZEKO 14DB-2500V / PLATO;2014;1;kovinski - SIVA - SVETLA;Ni goriva;None;-1 kW;-1 ccm;ni podatka;2014-10-06;2014-10-06;Pravna oseba
DGM533160M0041900;PIAGGIO QUARTZ;1995;4;navaden - ČRNA - TEMNA;Bencin;NSP1M;3 kW;49 ccm;ni podatka;2002-07-03;2002-07-03;Fizična oseba 52 let
VF1RFB00963948470;RENAULT MEGANE / 1.3 / 16V;None;1;navaden - BELA - SREDNJA;Bencin;H5H B4;85 kW;1332 ccm;EURO 6;2019-10-17;2019-10-17;Fizična oseba 36 let
LBMC25D0400012765;PIAGGIO ZIP 25 4T /;2003;4;navaden - BELA - SREDNJA;Mešanica;C25DM;5 kW;49 ccm;ni podatka;2017-08-18;2017-08-18;Fizična oseba 53 let
ZAPM6820000004320;PIAGGIO VESPA LX 151 i.e. /;2010;3;kovinski - ČRNA - SREDNJA;Bencin;M682M;8 kW;151 ccm;ni podatka;2010-03-25;2013-07-26 UVOŽEN;Fizična oseba 45 let
VF1RFB00757777984;RENAULT MEGANE / GRANDTOUR 1.5 / DCI AUT.;None;1;navaden - BELA - SREDNJA;Dizel;K9K G6;81 kW;1461 ccm;EURO 6;2017-05-05;2017-05-05;Pravna oseba
KLATF69C12B745071;DAEWOO LANOS 1.4;2002;2;kovinski - SIVA - SREDNJA;Bencin;A13SMS;55 kW;1349 ccm;EURO 3;2002-12-30;2002-12-30;Fizična oseba 56 let
SJNFFAJ11U2696919;NISSAN QASHQAI / 1.3 / AUT.;None;1;kovinski - CRNA - SREDNJA;Bencin;HR13;117 kW;1332 ccm;EURO 6;2020-02-03;2020-02-03;Pravna oseba
LBBB411007B020310;KEEWAY FLASH /;2009;2;kovinski - RJAVA - SVETLA;Bencin;1E40QMB;1 kW;49 ccm;ni podatka;2009-04-03;2009-04-03;Fizična oseba 44 let
VF15R0G0H52896291;RENAULT CLIO / 1.2 / 16V;None;2;navaden - BELA - SREDNJA;Bencin;D4F D7;54 kW;1149 ccm;EURO 5;2015-06-03;2015-06-03;Fizična oseba 27 let
ZDAE02764;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
C7V4T/010215;PIAGGIO C 335;1975;21;navaden - RDEČA - TEMNA;Mešanica;S312C;1 kW;49 ccm;ni podatka;1976-05-20;1976-05-20;Fizična oseba 21 let
LBMC25D0700006359;PIAGGIO ZIP 25 4T /;None;1;navaden - ČRNA - SREDNJA;Bencin;C25DM;1 kW;50 ccm;ni podatka;2018-08-24;2018-08-24;Fizična oseba 19 let
681293;TOMOS AUTOMATIC;1974;1;navaden - ZELENA - SREDNJA;Mešanica;A3;2 kW;49 ccm;ni podatka;2002-05-06;2002-05-06;Fizična oseba 33 let
ZAPC1600000109289;PIAGGIO VESPA 50 /;1999;3;navaden - ČRNA - SREDNJA;Bencin;C161M;3 kW;49 ccm;ni podatka;1999-10-08;2008-07-08 UVOŽEN;Fizična oseba 34 let
LBMC25C0200055860;PIAGGIO ZIP 50 4T /;None;1;navaden - ČRNA - TEMNA;Bencin;C25CM;2 kW;50 ccm;ni podatka;2008-04-23;2018-04-17 UVOŽEN;Fizična oseba 38 let
