"ZNAMKA", "TIP", "REGISTRSKA", "ŠASIJA", "BARVA", "DATUM ODVZEMA"
"VOLKSWAGEN", "PASSAT", "970CLT44", "WVWZZZ3CZ9E074836", "KOVINSKI - ČRNA", "27.12.2011"
"BMW", "318", "81ELP78", "WBAVW110X0A281093", "SREBRNA", "27.12.2011"
"BMW", "335", "LJTH055", "WBAWD71050P072709", "KOVINSKI - SIVA", "27.12.2011"
"VOLKSWAGEN", "", "LJNP375", "WV2ZZZ2KZ4X018163", "NAVADEN - RDEČA", "27.12.2011"
"FIAT", "SCUDO", "", "ZFA22000012435250", "NAVADEN - BELA", "27.12.2011"
"RENAULT", "CLIO", "CED928C", "VF1C57B0513894647", "NAVADEN - BELA", "27.12.2011"
"VOLKSWAGEN", "GOLF", "LJCU607", "WVWZZZ1KZ6W110050", "KOVINSKI - ČRNA", "22.12.2011"
"CITROEN", "XM", "CEH422L", "VF7Y3AG0001AG1307", "KOVINSKI - RDEČA", "22.12.2011"
"MERCEDES BENZ", "E 200 CDI BLUEFFICIENCY", "LJET720", "WDD2120051A480234", "KOVINSKI - RUMENA", "21.12.2011"
"VOLKSWAGEN", "GOLF", "LJBE115", "WVWZZZ1KZ8P134009", "KOVINSKI - ČRNA", "21.12.2011"
"IMV", "VSI TIPI", "", "VY1000AB7M0000009", "KOVINSKI - SIVA", "21.12.2011"
"OPEL", "INSIGNIA", "POND525", "W0LGT6EM5B1172816", "KOVINSKI - SIVA", "21.12.2011"
"VOLKSWAGEN", "PASSAT", "LJLS197", "WVWZZZ3CZBE339610", "KOVINSKI - SIVA", "21.12.2011"
"VOLKSWAGEN", "GOLF", "LJCZ295", "WVWZZZ1KZ8W079367", "NAVADEN - ČRNA", "21.12.2011"
"BMW", "530", "LJTD465", "WBANC710X0B622532", "KOVINSKI - SIVA", "21.12.2011"
"OPEL", "VIVARO", "0000", "W0LF7ACA66V637450", "NAVADEN - BELA", "20.12.2011"
"VOLKSWAGEN", "", "LJ456CR", "WVWZZZ1KZ5P096944", "KOVINSKI - RJAVA", "20.12.2011"
"BMW", "X5 M", "LJFE713", "WBAFF01070L205009", "NAVADEN - BELA", "20.12.2011"
"", "", "0000", "Z9JC17213", "KOVINSKI - BELA", "19.12.2011"
"AUDI", "A 3 SPORTBACK", "LJGZ159", "WAUZZZ8P76A108716", "KOVINSKI - SIVA", "19.12.2011"
"SEAT", "ALTEA", "LJUZ332", "VSSZZZ5PZ8R061318", "KOVINSKI - SIVA", "19.12.2011"
"OPEL", "VECTRA", "", "W0L0JBF35W1307037", "NAVADEN - MODRA", "19.12.2011"
"TOMOS", "APN 6", "CEDL46", "357532", "NAVADEN - RDEČA", "19.12.2011"
"AUDI", "A 3", "LJSR793", "WAUZZZ8P88A196369", "KOVINSKI - SIVA", "17.12.2011"
"STEMA", "VSI TIPI", "LJZM466", "WSEB075B59G902476", "SREBRNA", "16.12.2011"
"VOLKSWAGEN", "GOLF", "LJDC094", "WVWZZZ1KZ9P011323", "KOVINSKI - ČRNA", "16.12.2011"
"VOLKSWAGEN", "GOLF", "", "WVWZZZ1KZ7W622623", "KOVINSKI - MODRA", "16.12.2011"
"RENAULT", "", "KPM4918", "VF1B4010509637781", "NAVADEN - RDEČA", "16.12.2011"
"FORD", "ESCORT", "GOS4420", "WF0AXXGCAAHP33757", "KOVINSKI - SIVA", "15.12.2011"
"RENAULT", "CLIO STORIA", "LJ588CP", "VF1BB1KEF36721738", "NAVADEN - MODRA", "14.12.2011"
"VOLVO", "VSI TIPI", "XXX", "VCE00B71T00015137", "NAVADEN - ORANŽNA", "14.12.2011"
"SARIS", "VSI TIPI", "KRML458", "XLGGP2020A0481619", "NAVADEN - SIVA", "14.12.2011"
"TOMOS", "APN 6", "CEU1130", "474083", "NAVADEN - RDEČA", "14.12.2011"
"AUDI", "A 1", "SGML640", "WAUZZZ8X2BB026753", "NAVADEN - BELA", "13.12.2011"
"AUDI", "A 4", "CET8049", "WAUZZZ8E22A201961", "KOVINSKI - MODRA", "13.12.2011"
"FORD", "ORION", "", "WF0FXXGCAFMU40244", "KOVINSKI - SIVA", "13.12.2011"
"LADA", "NIVA", "", "XTA212140V1229245", "NAVADEN - BELA", "13.12.2011"
"VOLKSWAGEN", "GOLF", "KRCV979", "WVWZZZ1KZBM713651", "KOVINSKI - SIVA", "12.12.2011"
"ZASTAVA", "35.8 N", "", "B062565", "NAVADEN - RDEČA", "12.12.2011"
"VOLKSWAGEN", "CADDY", "KRM2361", "WV2ZZZ2KZ8X034623", "KOVINSKI - SIVA", "12.12.2011"
"VOLKSWAGEN", "GOLF", "LJN0009", "WVWZZZ1KZ5W028631", "KOVINSKI - MODRA", "12.12.2011"
"BMW", "M3", "", "WBSWD91080PY31263", "NAVADEN - BELA", "12.12.2011"
"BMW", "530", "LJGN732", "WBANR71000CR06793", "KOVINSKI - SIVA", "09.12.2011"
"RENAULT", "TWINGO", "MBNT274", "VF1C066M519650944", "NAVADEN - ZELENA", "09.12.2011"
"BMW", "325", "", "WBABF31050EF05249", "KOVINSKI - SIVA", "09.12.2011"
"GILERA", "CANIBAL-HAK 50", "", "VTBC0800000001088", "KOVINSKI - SIVA", "09.12.2011"
"ŠKODA", "FELICIA", "", "TMBEFF413S0072456", "KOVINSKI - BELA", "09.12.2011"
"RENAULT", "KANGOO", "LJ912MV", "VF1KCTGEF38552679", "NAVADEN - BELA", "08.12.2011"
"BMW", "530", "LJBM881", "WBAFW51040C516832", "KOVINSKI - MODRA", "08.12.2011"
"VOLKSWAGEN", "PASSAT", "LJRC258", "WVWZZZ3CZAP001819", "KOVINSKI - ČRNA", "08.12.2011"
"AUDI", "A 6", "LJJC588", "WAUZZZ4F28N013571", "KOVINSKI - SIVA", "08.12.2011"
"RENAULT", "CLIO", "", "VF1B57A0511703558", "NAVADEN - BELA", "08.12.2011"
"VOLKSWAGEN", "PASSAT", "CEU6933", "WVWZZZ3BZ3P038026", "KOVINSKI - MODRA", "07.12.2011"
"AUDI", "A 8", "LJ491TG", "WAUZZZ4E45N013543", "KOVINSKI - SIVA", "07.12.2011"
"BAOTIAN", "BT49QT-9", "LJK9201", "LX6TCAP9671010350", "NAVADEN - RDEČA", "06.12.2011"
"RENAULT", "MEGANE GRANDTOUR", "KRKH407", "VF1KMSEC638189435", "KOVINSKI - SIVA", "05.12.2011"
"RENAULT", "CLIO", "MBF468G", "VF1BB2U0539446276", "KOVINSKI - SIVA", "05.12.2011"
"APRILIA", "", "LJJM07", "ZD4RLB1002S129833", "NAVADEN - ČRNA", "05.12.2011"
"PEUGEOT", "BOXER", "", "VF3233J9215203390", "NAVADEN - BELA", "05.12.2011"
"TOMOS", "APN 6 S", "MBVJ74", "452884", "NAVADEN - MODRA", "02.12.2011"
"BMW", "VSI TIPI", "", "WBANM710X0CP20774", "KOVINSKI - ČRNA", "02.12.2011"
"VOLKSWAGEN", "GOLF", "LJ725RC", "WVWZZZ1KZ7P037479", "KOVINSKI - ČRNA", "02.12.2011"
"BENELLI", "PEPE 50 CLASSIC", "KREH30", "ZBNPJ00027P101130", "KOVINSKI - SIVA", "02.12.2011"
"FIAT", "DUCATO MAXI 2 8 TDI", "LJVM694", "ZFA23000005516418", "NAVADEN - BELA", "02.12.2011"
"RENAULT", "CLIO", "", "VF1557K0F17976150", "NAVADEN - BELA", "02.12.2011"
"BMW", "X5", "BA658UA", "WBAFF41020L119405", "KOVINSKI - ČRNA", "02.12.2011"
"RENAULT", "VSI TIPI", "CEE891C", "VF611GTA000103429", "NAVADEN - ZELENA", "01.12.2011"
"BMW", "525", "LJVT981", "WBANC51000CN33566", "KOVINSKI - SIVA", "01.12.2011"
"HYUNDAI", "ACCENT", "LJN397Y", "KMHVD21LPTU158459", "NAVADEN - RDEČA", "01.12.2011"
"RENAULT", "R5", "", "VF1B4010509131303", "KOVINSKI - MODRA", "01.12.2011"
"AIXAM", "", "GX57KWF", "VLGL49VEA3072302", "KOVINSKI - MODRA", "30.11.2011"
"LANCIA", "Y", "LJ172GP", "ZLA84000001314471", "KOVINSKI - ZELENA", "30.11.2011"
"MITSUBISHI", "COLT", "", "JMBMNC52AMU505190", "NAVADEN - BELA", "30.11.2011"
"", "", "CEM889H", "WDB9702171K732446", "KOVINSKI - SIVA", "30.11.2011"
"ROVER", "214", "0000", "SAXXWMWHNBD205618", "KOVINSKI - ZELENA", "29.11.2011"
"CITROEN", "AX", "", "VF7ZADB0011DB5937", "KOVINSKI - SIVA", "29.11.2011"
"RENAULT", "LAGUNA", "KRR4315", "VF1KG0G0628713209", "KOVINSKI - SIVA", "29.11.2011"
"VOLKSWAGEN", "CARAVELLE", "", "WV2ZZZ70ZMH031519", "NAVADEN - BELA", "28.11.2011"
"MERCEDES BENZ", "VSI TIPI", "CEL454E", "WDB9323141L166980", "NAVADEN - BELA", "28.11.2011"
"AUDI", "A 3", "LJ733FM", "WAUZZZ8P44A098238", "KOVINSKI - ČRNA", "28.11.2011"
"VOLKSWAGEN", "PASSAT", "KR8588K", "WVWZZZ3BZ3E152084", "KOVINSKI - MODRA", "28.11.2011"
"BMW", "320", "LJBE075", "WBAUX31010A204231", "NAVADEN - BELA", "28.11.2011"
"DAEWOO", "NUBIRA", "", "KLAJF696EWK186924", "KOVINSKI - MODRA", "28.11.2011"
"AUDI", "Q7", "MBMC411", "WAUZZZ4L67D077624", "KOVINSKI - ČRNA", "25.11.2011"
"BMW", "530", "LJKS735", "WBANV71020CK08181", "KOVINSKI - ČRNA", "24.11.2011"
"LAND ROVER", "DEFENDER", "", "SALLDHM881A604675", "NAVADEN - BELA", "24.11.2011"
"SCHWARZMULLER", "VSI TIPI", "", "VAVSAP3388H273034", "NAVADEN - SIVA", "24.11.2011"
"VOLKSWAGEN", "GOLF", "KRMR655", "WVWZZZ1JZ1W580953", "NAVADEN - BELA", "24.11.2011"
"DAF", "VSI TIPI", "AX967ZV", "XLRTE47WSOE379759", "", "24.11.2011"
"RENAULT", "ESPACE", "", "VF8J112050R662392", "NAVADEN - RDEČA", "23.11.2011"
"BMW", "330", "LJ969AE", "WBAVD91000AE66406", "KOVINSKI - SIVA", "23.11.2011"
"BMW", "X6", "LJNF123", "WBAFG01040LC30840", "KOVINSKI - ČRNA", "23.11.2011"
"KRONE", "VSI TIPI", "", "WKESDP27000150986", "NAVADEN - MODRA", "23.11.2011"
"VOLVO", "VSI TIPI", "", "YV2A4CEA22A545423", "NAVADEN - BELA", "23.11.2011"
"", "VSI TIPI", "", "WDB9340321K907889", "NAVADEN - BELA", "23.11.2011"
"CITROEN", "AX", "", "VF7ZALJ0013LJ5466", "NAVADEN - BELA", "22.11.2011"
"RENAULT", "MEGANE", "", "VF1BMSF0535668519", "KOVINSKI - SIVA", "22.11.2011"
"RENAULT", "MEGANE BERLINE", "LJFF089", "VF1BMSF0536190807", "KOVINSKI - ČRNA", "22.11.2011"
"RENAULT", "R5", "LJD833Y", "VF1S4070514784327", "NAVADEN - BELA", "22.11.2011"
"VOLVO", "340", "", "XLB344543HC286038", "KOVINSKI - SIVA", "22.11.2011"
"OPEL", "FRONTERA", "", "SED53MWL4PV541731", "KOVINSKI - RDEČA", "22.11.2011"
"RENAULT", "MEGANE", "NMRL874", "VF1BZ1G0644083007", "KOVINSKI - ČRNA", "21.11.2011"
"AUDI", "A 3", "LJ462AS", "WAUZZZ8P98A095776", "KOVINSKI - ČRNA", "21.11.2011"
"BAOTIAN", "BT49QT-9", "", "L82TCAPC491E00806", "NAVADEN - RDEČA", "21.11.2011"
"DAEWOO", "LANOS", "", "KLATF48YEWB289352", "KOVINSKI - ZELENA", "21.11.2011"
"JOHN DEERE", "", "LJPU74", "L05720J386973", "NAVADEN - ZELENA", "21.11.2011"
"ŠKODA", "OCTAVIA", "LJSZ936", "TMBKS61Z7A2063301", "KOVINSKI - RDEČA", "21.11.2011"
"RENAULT", "SCENIC", "MBNE671", "VF1JZ1S0645114304", "KOVINSKI - SIVA", "21.11.2011"
"", "VSI TIPI", "", "WDB9340321L181157", "KOVINSKI - ČRNA", "21.11.2011"
"", "VSI TIPI", "", "WDB9540321K775649", "NAVADEN - BELA", "21.11.2011"
"", "VSI TIPI", "", "WDB9540321K482674", "NAVADEN - RDEČA", "21.11.2011"
"", "VSI TIPI", "", "WDB9340321K864943", "NAVADEN - BELA", "21.11.2011"
"", "VSI TIPI", "", "WDB9340321K890834", "NAVADEN - BELA", "21.11.2011"
"", "VSI TIPI", "", "WDB9340321K976551", "NAVADEN - BELA", "21.11.2011"
"KRONE", "VSI TIPI", "", "WKESDP27051230697", "NAVADEN - BELA", "21.11.2011"
"FORD", "ESCORT", "", "WF0AXXGCAANY09608", "NAVADEN - RDEČA", "21.11.2011"
"TOMOS", "APN 6 S", "MBNT51", "451005", "NAVADEN - RDEČA", "19.11.2011"
"RENAULT", "MEGANE", "GODP686", "VF1BMR20533322516", "KOVINSKI - SIVA", "19.11.2011"
"TOMOS", "APN 6 S", "MBE2109", "468362", "NAVADEN - RDEČA", "18.11.2011"
"VOLKSWAGEN", "PASSAT", "MBN606C", "WVWZZZ3BZ1E187768", "KOVINSKI - SIVA", "17.11.2011"
"BMW", "X5 M", "LJ240GF", "WBAFF41010LZ02117", "KOVINSKI - ČRNA", "17.11.2011"
"BMW", "120", "LJEM570", "WBAUR31020VJ30661", "KOVINSKI - RDEČA", "16.11.2011"
"VOLKSWAGEN", "GOLF", "LJ280LM", "WVWZZZ1KZ5P014531", "KOVINSKI - MODRA", "16.11.2011"
"RENAULT", "CLIO", "", "VF1B57A0511845170", "NAVADEN - ZELENA", "16.11.2011"
"VOLKSWAGEN", "PASSAT", "GODA048", "WVWZZZ3BZ4E311400", "KOVINSKI - SIVA", "16.11.2011"
"HYUNDAI", "SONATA", "", "KMHCF31DPVU783145", "KOVINSKI - ZELENA", "16.11.2011"
"CITROEN", "BERLINGO 1 4", "MBU347K", "VF7GCKFWC94349825", "NAVADEN - BELA", "15.11.2011"
"TOMOS", "APN 6", "MBA3506", "338748", "NAVADEN - RDEČA", "15.11.2011"
"CITROEN", "C3", "", "VF7SC8FP0BA578467", "NAVADEN - RDEČA", "15.11.2011"
"CITROEN", "JUMPER 35 MH 2 5", "GON4787", "VF7YCBMHC11093242", "NAVADEN - BELA", "15.11.2011"
"CHEVROLET", "AVEO", "GOUF412", "KL1SF087J8B050586", "KOVINSKI - ČRNA", "15.11.2011"
"RENAULT", "R5", "", "VF1B4070514367386", "NAVADEN - ZELENA", "15.11.2011"
"CITROEN", "AX", "", "VF7ZADB0007DB1891", "NAVADEN - BELA", "14.11.2011"
"FIAT", "PUNTO", "", "ZFA17600000969687", "KOVINSKI - SIVA", "14.11.2011"
"BMW", "320", "LJNR999", "WBAVU31050KY26855", "KOVINSKI - SIVA", "14.11.2011"
"MALAGUTI", "FIFTY HF", "GOC2270", "ZJM194T04590", "NAVADEN - BELA", "14.11.2011"
"TOMOS", "APN 6 ALPINO", "", "ZZ1A6GBAA00519912", "NAVADEN - RDEČA", "14.11.2011"
"RENAULT", "MEGANE", "LJ576NG", "VF1BMSE0637305034", "KOVINSKI - SIVA", "14.11.2011"
"BMW", "525", "LJNT802", "WBANC51040B128381", "KOVINSKI - ČRNA", "14.11.2011"
"ŠKODA", "OCTAVIA", "LJ177UX", "TMBGS21Z552060904", "KOVINSKI - SIVA", "14.11.2011"
"AUDI", "A 4", "CEGK862", "WAUZZZ8E92A122271", "KOVINSKI - RJAVA", "14.11.2011"
"FIAT", "", "LJVM780", "ZFA19900000087143", "NAVADEN - RDEČA", "11.11.2011"
"RENAULT", "GRAND SCENIC", "LJV405X", "VF1JM0GD631352338", "KOVINSKI - ČRNA", "11.11.2011"
"VOLKSWAGEN", "", "LJLU888", "WVWZZZ3CZ8E070496", "KOVINSKI - MODRA", "11.11.2011"
"OPEL", "ZAFIRA", "LJCR904", "W0L0AHM756G052742", "KOVINSKI - SIVA", "11.11.2011"
"VOLKSWAGEN", "PASSAT", "LJFK710", "WVWZZZ3BZ2E269992", "KOVINSKI - SIVA", "11.11.2011"
"BMW", "525", "CEFM011", "WBANJ510X0B437455", "KOVINSKI - SIVA", "10.11.2011"
"VOLKSWAGEN", "PASSAT", "LJ978UD", "WVWZZZ3BZ2E310387", "NAVADEN - ČRNA", "10.11.2011"
"VOLKSWAGEN", "PASSAT", "LJDELTAT", "WVWZZZ3CZCE048328", "NAVADEN - BELA", "09.11.2011"
"RENAULT", "", "LJKK568", "VF1JMS40635919384", "KOVINSKI - SIVA", "09.11.2011"
"KIA", "SPORTAGE", "", "U5YPC814ACL076864", "NAVADEN - BELA", "08.11.2011"
"KIA", "CEED", "", "U5YHB311ABL064028", "NAVADEN - ČRNA", "08.11.2011"
"VOLKSWAGEN", "GOLF", "LJ989HX", "WVWZZZ1KZ8P103920", "NAVADEN - ČRNA", "08.11.2011"
"RENAULT", "KANGOO EXPRESS 1 4", "LJ875US", "VF1FC07AF31702884", "NAVADEN - BELA", "08.11.2011"
"HYUNDAI", "LANTRA", "KRKP794", "KMHJW31MPVU058188", "KOVINSKI - MODRA", "08.11.2011"
"HYUNDAI", "LANTRA", "LJK507R", "KMHJW31MPTU030852", "NAVADEN - ZELENA", "08.11.2011"
"TPV", "VSI TIPI", "", "ZY2EUCAAA00000791", "", "08.11.2011"
"BMW", "530", "LJGN454", "WBANC71010B148647", "KOVINSKI - ČRNA", "07.11.2011"
"VOLKSWAGEN", "GOLF", "LJ535UN", "WVWZZZ1KZ8P009354", "NAVADEN - ČRNA", "07.11.2011"
"BMW", "M5", "LJ754HD", "WBSNB910X0B562150", "KOVINSKI - ČRNA", "07.11.2011"
"RENAULT", "LAGUNA", "CENA053", "VF1KT0A0640414921", "KOVINSKI - SIVA", "07.11.2011"
"RENAULT", "CLIO", "", "VF1BB0A0F22143744", "KOVINSKI - SIVA", "07.11.2011"
"RENAULT", "KANGOO", "LJHS363", "VF1KCEDEF40179066", "NAVADEN - BELA", "07.11.2011"
"TAM", "80", "LJY057N", "VZ2080050MTT01706", "NAVADEN - MODRA", "07.11.2011"
"RENAULT", "CLIO", "", "VF1C57A0512323298", "NAVADEN - MODRA", "07.11.2011"
"GILERA", "", "KPJR19", "S130800109", "KOVINSKI - VIJOLIČNA", "04.11.2011"
"RENAULT", "CLIO", "LJ861JK", "VF1CB2T0534131469", "KOVINSKI - SIVA", "04.11.2011"
"RENAULT", "MEGANE", "MBHS698", "VF1KZ0V0643489393", "KOVINSKI - SIVA", "04.11.2011"
"PEUGEOT", "BOXER 2 4", "LJFN273", "VF3233J4215748150", "NAVADEN - BELA", "04.11.2011"
"HYUNDAI", "VSI TIPI", "NMH1161", "KMHJN81VP5U198674", "NAVADEN - ČRNA", "04.11.2011"
"VOLKSWAGEN", "GOLF", "GO1773F", "WVWZZZ1KZ8P036694", "KOVINSKI - SIVA", "03.11.2011"
"", "VSI TIPI", "KRSC01", "RFGAV05WX8X035475", "NAVADEN - MODRA", "03.11.2011"
"MB", "VSI TIPI", "", "H013075003H000212", "", "03.11.2011"
"AUDI", "A 4", "CEZ999S", "WAUZZZ8E22A237410", "NAVADEN - ČRNA", "02.11.2011"
"VOLVO", "460", "KRB6953", "XLBLX183EPC382607", "KOVINSKI - SIVA", "02.11.2011"
"BMW", "OSTALI TIPI", "LJGA275", "WBAUK51030VM92594", "NAVADEN - BELA", "02.11.2011"
"VOLKSWAGEN", "GOLF", "CEA199M", "WVWZZZ1JZ3W463146", "NAVADEN - MODRA", "28.10.2011"
"RENAULT", "", "KRU2566", "VF1JLCJA68Y271414", "KOVINSKI - SIVA", "28.10.2011"
"RENAULT", "MASTER", "", "VF1DCUL528686636", "", "28.10.2011"
"BMW", "OSTALI TIPI", "LJ702TF", "WBAWD71000PR21614", "KOVINSKI - SIVA", "27.10.2011"
"IMV", "R5", "", "VF1C4010400694518", "NAVADEN - RJAVA", "27.10.2011"
"VOLKSWAGEN", "PASSAT", "MBM538K", "WVWZZZ3BZ2E272629", "KOVINSKI - MODRA", "26.10.2011"
"RENAULT", "R5", "", "VF1B4070513212989", "KOVINSKI - MODRA", "26.10.2011"
"SCHWARZMULLER", "VSI TIPI", "", "VAVSAK3387H244658", "NAVADEN - SIVA", "26.10.2011"
"MERCEDES BENZ", "", "0000", "WDB9340821L121753", "NAVADEN - RDEČA", "26.10.2011"
"MERCEDES BENZ", "VSI TIPI", "", "WDB9323151L166984", "NAVADEN - MODRA", "26.10.2011"
"BMW", "OSTALI TIPI", "LJGA335", "WBAWB7C58AP049408", "KOVINSKI - ČRNA", "25.10.2011"
"RENAULT", "R5", "", "VF1B4070514990225", "KOVINSKI - SIVA", "25.10.2011"
"MERCEDES BENZ", "VSI TIPI", "MBR8733", "WDB6591421K131340", "NAVADEN - ORANŽNA", "25.10.2011"
"M.A.N.", "26 402 DFK", "MBH3919", "WMAF083854M202183", "NAVADEN - BELA", "25.10.2011"
"OPEL", "VECTRA", "", "W0L000087N1208657", "KOVINSKI - SIVA", "25.10.2011"
"TOMOS", "VSI TIPI", "", "ZZ1A24DAA00627963", "", "24.10.2011"
"RENAULT", "MEGANE", "LJ145PE", "VF1BMS40635030770", "NAVADEN - RDEČA", "24.10.2011"
"VOLKSWAGEN", "GOLF", "CEKE898", "WVWZZZ1KZ6B171513", "KOVINSKI - MODRA", "24.10.2011"
"TOMOS", "APN 6", "CEC2457", "365030", "KOVINSKI - SIVA", "24.10.2011"
"ALFA ROMEO", "ALFA", "LJAH412", "ZAR93200000272397", "KOVINSKI - SIVA", "22.10.2011"
"GILERA", "RUNNER 50", "MBSZ49", "ZAPC3640000024290", "NAVADEN - RDEČA", "21.10.2011"
"ŠKODA", "OCTAVIA", "CEKU475", "TMBHS21Z5A8031589", "KOVINSKI - SIVA", "21.10.2011"
"BMW", "320", "LJNU015", "WBAPP71010A230347", "KOVINSKI - MODRA", "20.10.2011"
"YAMAHA", "VSI TIPI", "KKVZ27", "JYARN041000026881", "KOVINSKI - MODRA", "20.10.2011"
"RENAULT", "MEGANE", "KP9882M", "VF1KA0N0521538502", "NAVADEN - SIVA", "20.10.2011"
"KIA", "CLARUS", "", "KNEGC2232W5618621", "KOVINSKI - SIVA", "20.10.2011"
"BMW", "520", "KRDT060", "WBAFW11020DU20099", "NAVADEN - BELA", "19.10.2011"
"VOLKSWAGEN", "GOLF", "LJUP381", "WVWZZZ1KZ8P111453", "KOVINSKI - SIVA", "19.10.2011"
"PIAGGIO", "", "MSJP58", "ZAPC1400003025991", "NAVADEN - RDEČA", "19.10.2011"
"RENAULT", "CLIO", "LJE5616", "VF1357K0F16376797", "NAVADEN - BELA", "19.10.2011"
"ŠKODA", "OCTAVIA", "KPDJ725", "TMBHT21Z6C2006526", "KOVINSKI - ČRNA", "19.10.2011"
"HYUNDAI", "LANTRA", "", "KMHJW31MPVU058953", "KOVINSKI - MODRA", "18.10.2011"
"BOECKMANN", "VSI TIPI", "MBNL822", "WB0HB3AAA00301478", "KOVINSKI - SIVA", "18.10.2011"
"VOLKSWAGEN", "", "LJ980JG", "WVWZZZ1KZ6W171501", "KOVINSKI - SIVA", "18.10.2011"
"RENAULT", "", "CENL878", "VF1JMSE0637179856", "KOVINSKI - RJAVA", "18.10.2011"
"RENAULT", "MEGANE", "LJMV263", "VF1KMSEB637902378", "KOVINSKI - SIVA", "18.10.2011"
"RENAULT", "CLIO", "LJX704P", "VF1BB2DEF33112110", "NAVADEN - BELA", "17.10.2011"
"RENAULT", "CLIO", "LJ973UV", "VF1BBR7CF31427988", "KOVINSKI - ČRNA", "17.10.2011"
"RENAULT", "MEGANE", "LJ555RL", "VF1BMSE0637304990", "KOVINSKI - SIVA", "17.10.2011"
"AUDI", "A 4", "LJLU599", "WAUZZZ8K49A004287", "KOVINSKI - SIVA", "17.10.2011"
"TOMOS", "ALPINO APN 6", "", "482908", "NAVADEN - MODRA", "17.10.2011"
"FORD", "RANGER", "GO2913P", "WF0UMFE107W664566", "KOVINSKI - SIVA", "17.10.2011"
"TPV", "VSI TIPI", "", "ZY270A60000007295", "KOVINSKI - SIVA", "17.10.2011"
"VOLKSWAGEN", "TOURAN", "LJST813", "WVGZZZ1TZ6W208654", "KOVINSKI - MODRA", "14.10.2011"
"TEHNOSTROJ", "VSI TIPI", "A483MB", "07396", "NAVADEN - ZELENA", "12.10.2011"
"TOMOS", "15", "000", "948686", "KOVINSKI - RJAVA", "12.10.2011"
"VOLKSWAGEN", "PASSAT", "LJAC145", "WVWZZZ3CZ7E168452", "KOVINSKI - MODRA", "11.10.2011"
"ŠKODA", "OCTAVIA", "", "TMBCN21Z2C2069305", "NAVADEN - SIVA", "11.10.2011"
"TOMOS", "APN 4", "MBT4430", "ZZ1A6GBAA00734482", "NAVADEN - RDEČA", "11.10.2011"
"VOLKSWAGEN", "GOLF", "", "WVWZZZ1KZ5P027064", "KOVINSKI - SIVA", "10.10.2011"
"BMW", "530", "LJCL021", "WBANR71070CR02059", "NAVADEN - BELA", "10.10.2011"
"VOLKSWAGEN", "GOLF", "LJUD287", "WVWZZZ1KZAM697909", "KOVINSKI - SIVA", "10.10.2011"
"ŠKODA", "", "LJGE127", "TMBZZZ1U4V2028320", "NAVADEN - BELA", "10.10.2011"
"VOLVO", "VSI TIPI", "CEDP775", "YV2AG20A8BA705765", "NAVADEN - BELA", "10.10.2011"
"BMW", "525", "LJ685MK", "WBAPX51040CU03139", "KOVINSKI - SIVA", "07.10.2011"
"AUDI", "A 4", "MBR334Z", "WAUZZZ8E93A346822", "KOVINSKI - SIVA", "07.10.2011"
"RENAULT", "SCENIC", "LJAN613", "VF1JMSE0636528641", "KOVINSKI - SIVA", "07.10.2011"
"TOMOS", "ATX 50", "LJFC45", "466855", "NAVADEN - RUMENA", "06.10.2011"
"VOLKSWAGEN", "POLO", "", "WVWZZZ9NZ8Y038086", "KOVINSKI - ČRNA", "06.10.2011"
"VOLKSWAGEN", "PASSAT", "LJCE226", "WVWZZZ3BZ2E150462", "KOVINSKI - MODRA", "04.10.2011"
"RENAULT", "", "KRMR914", "VF1CBBM0537889173", "NAVADEN - BELA", "04.10.2011"
"ŠKODA", "OCTAVIA", "MBL909T", "TMBJS21U588842261", "", "04.10.2011"
"BMW", "320", "LJAE886", "WBAVG91050VG47789", "NAVADEN - BELA", "04.10.2011"
"AUDI", "A 3", "LJCS188", "WAUZZZ8P84A144749", "NAVADEN - ČRNA", "04.10.2011"
"FIAT", "TIPO", "KRFA512", "ZFA16000002718862", "NAVADEN - BELA", "04.10.2011"
"SCHWARZMULLER", "VSI TIPI", "CEHS524", "VAVK203399H265266", "NAVADEN - SIVA", "04.10.2011"
"M.A.N.", "VSI TIPI", "CEHC594", "WMA22XZZ78M507546", "NAVADEN - BELA", "04.10.2011"
"PEUGEOT", "308", "KR9540K", "VF34C9HZC55053014", "KOVINSKI - SIVA", "03.10.2011"
"BMW", "520", "CEZR186", "WBAPX31080C013570", "KOVINSKI - SIVA", "03.10.2011"
"FORD", "MONDEO", "", "WF0NXXGBBNWR69849", "NAVADEN - BELA", "01.10.2011"
"BMW", "320", "LJKH420", "WBAPN31090A222771", "NAVADEN - BELA", "30.09.2011"
"RENAULT", "CLIO", "CEV769L", "VF1CB080F28466950", "KOVINSKI - MODRA", "30.09.2011"
"FIAT", "DUCATO 1 9 TD", "CEV800L", "ZFA25000001002429", "NAVADEN - BELA", "30.09.2011"
"AUDI", "A 4", "LJKT218", "WAUZZZ8E73A197553", "NAVADEN - MODRA", "29.09.2011"
"RENAULT", "CLIO", "LJHS716", "VF1BB2U0539626068", "KOVINSKI - ČRNA", "29.09.2011"
"VOLKSWAGEN", "GOLF", "NMDU081", "WVWZZZ1KZBP040342", "KOVINSKI - SIVA", "28.09.2011"
"GILERA", "", "KPT647", "ZAPM0800003011410", "NAVADEN - ČRNA", "28.09.2011"
